Stock codes;Year;Publication date;PDF location in old library system;DOI
agn.27.nea;2019;04/10/2019;https://www.ices.dk/sites/pub/Publication Reports/Advice/2019/2019/agn.27.nea.pdf;https://doi.org/10.17895/ices.advice.4826
alf.27.nea;2018;07/06/2018;https://www.ices.dk/sites/pub/Publication Reports/Advice/2018/2018/alf.27.nea.pdf;https://doi.org/10.17895/ices.pub.4394
alf.27.nea;2020;10/06/2020;https://www.ices.dk/sites/pub/Publication Reports/Advice/2020/2020/alf.27.nea.pdf;https://doi.org/10.17895/ices.advice.5823
ane.27.8;2017;08/12/2017;https://www.ices.dk/sites/pub/Publication Reports/Advice/2017/2017/ane.27.8.pdf;https://doi.org/10.17895/ices.pub.3707
ane.27.8;2018;10/12/2018;https://www.ices.dk/sites/pub/Publication Reports/Advice/2018/2018/ane.27.8.pdf;https://doi.org/10.17895/ices.pub.4650
ane.27.8;2019;13/12/2019;https://www.ices.dk/sites/pub/Publication Reports/Advice/2019/2019/ane.27.8.pdf;https://doi.org/10.17895/ices.advice.5544
ane.27.8;2020;18/12/2020;https://www.ices.dk/sites/pub/Publication Reports/Advice/2020/2020/ane.27.8.pdf;https://doi.org/10.17895/ices.advice.5899
ane.27.8;2021;17/12/2021;https://www.ices.dk/sites/pub/Publication Reports/Advice/2021/2021/ane.27.8.pdf;https://doi.org/10.17895/ices.advice.7721
ane.27.9a;2017;12/07/2017;https://www.ices.dk/sites/pub/Publication%20Reports/Advice/2017/2017/ane.27.9a.pdf;https://doi.org/10.17895/ices.pub.3012
ane.27.9a;2018;18/06/2018;https://www.ices.dk/sites/pub/Publication Reports/Advice/2018/2018/ane.27.9a.pdf;https://doi.org/10.17895/ices.pub.4497
ane.27.9a;2018;13/07/2018;https://www.ices.dk/sites/pub/Publication Reports/Advice/2019/2019/ane.27.9a_2018.pdf;https://doi.org/10.17895/ices.advice.5366
ane.27.9a;2019;26/07/2019;https://www.ices.dk/sites/pub/Publication Reports/Advice/2019/2019/ane.27.9a.pdf;https://doi.org/10.17895/ices.advice.4852
ane.27.9a;2020;20/07/2020;https://www.ices.dk/sites/pub/Publication Reports/Advice/2020/2020/ane.27.9a.pdf;https://doi.org/10.17895/ices.advice.5930
ane.27.9a;2021;18/06/2021;https://www.ices.dk/sites/pub/Publication Reports/Advice/2021/2021/ane.27.9a.pdf;https://doi.org/10.17895/ices.advice.7722
anf.27.3a46;2017;31/10/2017;https://www.ices.dk/sites/pub/Publication Reports/Advice/2017/2017/anf.27.3a46.pdf;https://doi.org/10.17895/ices.pub.3404
anf.27.3a46;2018;31/10/2018;https://www.ices.dk/sites/pub/Publication Reports/Advice/2018/2018/anf.27.3a46.pdf;https://doi.org/10.17895/ices.pub.4588
anf.27.3a46;2019;31/10/2019;https://www.ices.dk/sites/pub/Publication Reports/Advice/2019/2019/anf.27.3a46.pdf;https://doi.org/10.17895/ices.advice.4778
anf.27.3a46;2020;30/10/2020;https://www.ices.dk/sites/pub/Publication Reports/Advice/2020/2020/anf.27.3a46.pdf;https://doi.org/10.17895/ices.advice.5926
anf.27.3a46;2021;29/10/2021;https://www.ices.dk/sites/pub/Publication Reports/Advice/2021/2021/anf.27.3a46.pdf;https://doi.org/10.17895/ices.advice.7723
ank.27.78abd;2018;29/06/2018;https://www.ices.dk/sites/pub/Publication Reports/Advice/2018/2018/ank.27.78abd.pdf;https://doi.org/10.17895/ices.pub.4474
ank.27.78abd;2019;24/06/2019;https://www.ices.dk/sites/pub/Publication Reports/Advice/2019/2019/ank.27.78abd.pdf;https://doi.org/10.17895/ices.advice.4755
ank.27.8c9a;2017;30/06/2017;https://www.ices.dk/sites/pub/Publication Reports/Advice/2017/2017/ank.27.8c9a.pdf;https://doi.org/10.17895/ices.pub.3014
ank.27.8c9a;2018;29/06/2018;https://www.ices.dk/sites/pub/Publication Reports/Advice/2018/2018/ank.27.8c9a_replaced.pdf;https://doi.org/10.17895/ices.pub.4462
ank.27.8c9a;2018;07/12/2018;https://www.ices.dk/sites/pub/Publication Reports/Advice/2018/2018/ank.27.8c9a.pdf;https://doi.org/10.17895/ices.pub.4649
ank.27.8c9a;2019;24/06/2019;https://www.ices.dk/sites/pub/Publication Reports/Advice/2019/2019/ank.27.8c9a.pdf;https://doi.org/10.17895/ices.advice.4756
ank.27.8c9a;2020;29/06/2020;https://www.ices.dk/sites/pub/Publication Reports/Advice/2020/2020/ank.27.8c9a.pdf;https://doi.org/10.17895/ices.advice.5923
ank.27.8c9a;2021;30/06/2021;https://www.ices.dk/sites/pub/Publication Reports/Advice/2021/2021/ank.27.8c9a.pdf;https://doi.org/10.17895/ices.advice.7725
aru.27.123a4;2017;07/06/2017;https://www.ices.dk/sites/pub/Publication Reports/Advice/2017/2017/aru.27.123a4.pdf;https://doi.org/10.17895/ices.pub.3015
aru.27.123a4;2019;11/06/2019;https://www.ices.dk/sites/pub/Publication Reports/Advice/2019/2019/aru.27.123a4.pdf;https://doi.org/10.17895/ices.advice.4808
aru.27.123a4;2021;10/06/2021;https://www.ices.dk/sites/pub/Publication Reports/Advice/2021/2021/aru.27.123a4.pdf;https://doi.org/10.17895/ices.advice.7726
aru.27.5a14;2017;07/06/2017;https://www.ices.dk/sites/pub/Publication Reports/Advice/2017/2017/aru.27.5a14.pdf;https://doi.org/10.17895/ices.pub.3039
aru.27.5a14;2018;12/06/2018;https://www.ices.dk/sites/pub/Publication Reports/Advice/2018/2018/aru.27.5a14.pdf;https://doi.org/10.17895/ices.pub.4404
aru.27.5a14;2019;13/06/2019;https://www.ices.dk/sites/pub/Publication Reports/Advice/2019/2019/aru.27.5a14.pdf;https://doi.org/10.17895/ices.advice.4809
aru.27.5a14;2021;15/05/2021;https://www.ices.dk/sites/pub/Publication Reports/Advice/2021/2021/aru.27.5a14.pdf;https://doi.org/10.17895/ices.advice.7727
aru.27.5b6a;2017;07/06/2017;https://www.ices.dk/sites/pub/Publication Reports/Advice/2017/2017/aru.27.5b6a.pdf;https://doi.org/10.17895/ices.pub.3040
aru.27.5b6a;2019;11/06/2019;https://www.ices.dk/sites/pub/Publication Reports/Advice/2019/2019/aru.27.5b6a.pdf;https://doi.org/10.17895/ices.advice.4810
aru.27.5b6a;2021;10/06/2021;https://www.ices.dk/sites/pub/Publication Reports/Advice/2021/2021/aru.27.5b6a.pdf;https://doi.org/10.17895/ices.advice.7728
aru.27.6b7-1012;2017;07/06/2017;https://www.ices.dk/sites/pub/Publication Reports/Advice/2017/2017/aru.27.6b7-1012.pdf;https://doi.org/10.17895/ices.pub.3045
aru.27.6b7-1012;2019;11/06/2019;https://www.ices.dk/sites/pub/Publication Reports/Advice/2019/2019/aru.27.6b7-1012.pdf;https://doi.org/10.17895/ices.advice.4811
aru.27.6b7-1012;2021;10/06/2021;https://www.ices.dk/sites/pub/Publication Reports/Advice/2021/2021/aru.27.6b7-1012.pdf;https://doi.org/10.17895/ices.advice.7729
bli.27.5a14;2017;07/06/2017;https://www.ices.dk/sites/pub/Publication Reports/Advice/2017/2017/bli.27.5a14.pdf;https://doi.org/10.17895/ices.pub.3054
bli.27.5a14;2018;12/06/2018;https://www.ices.dk/sites/pub/Publication Reports/Advice/2018/2018/bli.27.5a14.pdf;https://doi.org/10.17895/ices.pub.4407
bli.27.5a14;2019;13/06/2019;https://www.ices.dk/sites/pub/Publication Reports/Advice/2019/2019/bli.27.5a14.pdf;https://doi.org/10.17895/ices.advice.4812
bli.27.5a14;2021;15/06/2021;https://www.ices.dk/sites/pub/Publication Reports/Advice/2021/2021/bli.27.5a14.pdf;https://doi.org/10.17895/ices.advice.7730
bli.27.nea;2017;07/06/2017;https://www.ices.dk/sites/pub/Publication Reports/Advice/2017/2017/bli.27.nea.pdf;https://doi.org/10.17895/ices.pub.3056
bli.27.nea;2019;11/06/2019;https://www.ices.dk/sites/pub/Publication Reports/Advice/2019/2019/bli.27.nea.pdf;https://doi.org/10.17895/ices.advice.4813
bli-5b67;2018;07/06/2018;https://www.ices.dk/sites/pub/Publication Reports/Advice/2018/2018/bli-5b67.pdf;https://doi.org/10.17895/ices.pub.4400
bli-5b67;2020;10/06/2020;https://www.ices.dk/sites/pub/Publication Reports/Advice/2020/2020/bli-5b67.pdf;https://doi.org/10.17895/ices.advice.5819
bll.27.22-32;2017;31/05/2017;https://www.ices.dk/sites/pub/Publication Reports/Advice/2017/2017/bll.27.22-32.pdf;https://doi.org/10.17895/ices.pub.3057
bll.27.22-32;2020;28/05/2020;https://www.ices.dk/sites/pub/Publication Reports/Advice/2020/2020/bll.27.22-32.pdf;https://doi.org/10.17895/ices.advice.5774
bll.27.3a47de;2017;30/06/2017;https://www.ices.dk/sites/pub/Publication Reports/Advice/2017/2017/bll.27.3a47de.pdf;https://doi.org/10.17895/ices.pub.3058
bll.27.3a47de;2019;24/06/2019;https://www.ices.dk/sites/pub/Publication Reports/Advice/2019/2019/bll.27.3a47de.pdf;https://doi.org/10.17895/ices.advice.4858
bll.27.3a47de;2020;25/06/2020;https://www.ices.dk/sites/pub/Publication Reports/Advice/2020/2020/bll.27.3a47de.pdf;https://doi.org/10.17895/ices.advice.5832
bll.27.3a47de;2021;30/06/2021;https://www.ices.dk/sites/pub/Publication Reports/Advice/2021/2021/bll.27.3a47de.pdf;https://doi.org/10.17895/ices.advice.7731
boc.27.6-8;2017;29/09/2017;https://www.ices.dk/sites/pub/Publication Reports/Advice/2017/2017/boc.27.6-8.pdf;https://doi.org/10.17895/ices.pub.3025
boc.27.6-8;2019;01/10/2019;https://www.ices.dk/sites/pub/Publication Reports/Advice/2019/2019/boc.27.6-8.pdf;https://doi.org/10.17895/ices.advice.4880
boc.27.6-8;2021;30/09/2021;https://www.ices.dk/sites/pub/Publication Reports/Advice/2021/2021/boc.27.6-8.pdf;https://doi.org/10.17895/ices.advice.7732
bsf.27.nea;2018;07/06/2018;https://www.ices.dk/sites/pub/Publication Reports/Advice/2018/2018/bsf.27.nea.pdf;https://doi.org/10.17895/ices.pub.4403
bsf.27.nea;2020;10/06/2020;https://www.ices.dk/sites/pub/Publication Reports/Advice/2020/2020/bsf.27.nea.pdf;https://doi.org/10.17895/ices.advice.5816
bsk.27.nea;2019;04/10/2019;https://www.ices.dk/sites/pub/Publication Reports/Advice/2019/2019/bsk.27.nea.pdf;https://doi.org/10.17895/ices.advice.4827
bss.27.4bc7ad-h;2019;27/06/2019;https://www.ices.dk/sites/pub/Publication Reports/Advice/2019/2019/bss.27.4bc7ad-h.pdf;https://doi.org/10.17895/ices.advice.4779
bss.27.4bc7ad-h;2020;29/06/2020;https://www.ices.dk/sites/pub/Publication Reports/Advice/2020/2020/bss.27.4bc7ad-h.pdf;https://doi.org/10.17895/ices.advice.5916
bss.27.6a7bj;2020;29/06/2020;https://www.ices.dk/sites/pub/Publication Reports/Advice/2020/2020/bss.27.6a7bj.pdf;https://doi.org/10.17895/ices.advice.5773
bss.27.8ab;2018;31/10/2018;https://www.ices.dk/sites/pub/Publication Reports/Advice/2018/2018/bss.27.8ab.pdf;https://doi.org/10.17895/ices.pub.4591
bss.27.8ab;2020;29/06/2020;https://www.ices.dk/sites/pub/Publication Reports/Advice/2020/2020/bss.27.8ab.pdf;https://doi.org/10.17895/ices.advice.5938
Bss-8c9a;2017;30/06/2017;https://www.ices.dk/sites/pub/Publication Reports/Advice/2017/2017/bss.27.8c9a.pdf;https://doi.org/10.17895/ices.pub.3068
Bss-8c9a;2019;28/06/2019;https://www.ices.dk/sites/pub/Publication Reports/Advice/2019/2019/bss.27.8c9a.pdf;https://doi.org/10.17895/ices.advice.4758
Bss-8c9a;2021;30/06/2021;https://www.ices.dk/sites/pub/Publication Reports/Advice/2021/2021/bss.27.8c9a.pdf;https://doi.org/10.17895/ices.advice.7735
bwp.27.2729-32;2020;29/05/2020;https://www.ices.dk/sites/pub/Publication Reports/Advice/2020/2020/bwp.27.2729-32.pdf;https://doi.org/10.17895/ices.advice.5771
bwp.27.2729-32;2021;28/05/2021;https://www.ices.dk/sites/pub/Publication Reports/Advice/2021/2021/bwp.27.2729-32.pdf;https://doi.org/10.17895/ices.advice.7893
bwq.27.2425;2020;29/05/2020;https://www.ices.dk/sites/pub/Publication Reports/Advice/2020/2020/bwq.27.2425.pdf;https://doi.org/10.17895/ices.advice.6027
bwq.27.2628;2020;29/05/2020;https://www.ices.dk/sites/pub/Publication Reports/Advice/2020/2020/bwq.27.2628.pdf;https://doi.org/10.17895/ices.advice.5770
bzq.27.2425;2021;28/05/2021;https://www.ices.dk/sites/pub/Publication Reports/Advice/2021/2021/bzq.27.2425.pdf;https://doi.org/10.17895/ices.advice.7928
bzq.27.2628;2021;28/05/2021;https://www.ices.dk/sites/pub/Publication Reports/Advice/2021/2021/bzq.27.2628.pdf;https://doi.org/10.17895/ices.advice.7929
cap.27.1-2;2017;12/10/2017;https://www.ices.dk/sites/pub/Publication Reports/Advice/2017/2017/cap.27.1-2.pdf;https://doi.org/10.17895/ices.pub.3272
cap.27.1-2;2018;12/10/2018;https://www.ices.dk/sites/pub/Publication Reports/Advice/2018/2018/cap.27.1-2.pdf;https://doi.org/10.17895/ices.pub.4566
cap.27.1-2;2019;11/10/2019;https://www.ices.dk/sites/pub/Publication Reports/Advice/2019/2019/cap.27.1-2.pdf;https://doi.org/10.17895/ices.advice.4709
cap.27.1-2;2020;14/10/2020;https://www.ices.dk/sites/pub/Publication Reports/Advice/2020/2020/cap.27.1-2.pdf;https://doi.org/10.17895/ices.advice.5889
cap.27.1-2;2021;12/10/2021;https://www.ices.dk/sites/pub/Publication%20Reports/Advice/2021/2021/cap.27.1-2.pdf;https://doi.org/10.17895/ices.advice.7736
cap.27.2a514;2017;13/06/2017;https://www.ices.dk/sites/pub/Publication Reports/Advice/2017/2017/cap.27.2a514.pdf;https://doi.org/10.17895/ices.pub.3072
cap.27.2a514;2017;27/11/2017;https://www.ices.dk/sites/pub/Publication Reports/Advice/2017/2017/cap.27.2a514_Nov.pdf;https://doi.org/10.17895/ices.pub.3616
cap.27.2a514;2018;29/11/2018;https://www.ices.dk/sites/pub/Publication Reports/Advice/2018/2018/cap.27.2a514.pdf;https://doi.org/10.17895/ices.pub.4639
cap.27.2a514;2019;29/11/2019;https://www.ices.dk/sites/pub/Publication Reports/Advice/2019/2019/cap.27.2a514.pdf;https://doi.org/10.17895/ices.advice.5691
cap.27.2a514;2020;30/11/2020;https://www.ices.dk/sites/pub/Publication Reports/Advice/2020/2020/cap.27.2a514.pdf;https://doi.org/10.17895/ices.advice.5890
cap.27.2a514;2021;30/11/2021;https://www.ices.dk/sites/pub/Publication Reports/Advice/2021/2021/cap.27.2a514.pdf;https://doi.org/10.17895/ices.advice.7737
cod.21.1;2017;13/06/2017;https://www.ices.dk/sites/pub/Publication Reports/Advice/2017/2017/cod.21.1.pdf;https://doi.org/10.17895/ices.pub.3074
cod.21.1;2018;13/06/2018;https://www.ices.dk/sites/pub/Publication Reports/Advice/2018/2018/cod.21.1.pdf;https://doi.org/10.17895/ices.pub.4418
cod.21.1;2019;12/06/2019;https://www.ices.dk/sites/pub/Publication Reports/Advice/2019/2019/cod.21.1.pdf;https://doi.org/10.17895/ices.advice.4732
cod.21.1;2020;16/06/2020;https://www.ices.dk/sites/pub/Publication Reports/Advice/2020/2020/cod.21.1.pdf;https://doi.org/10.17895/ices.advice.5915
cod.21.1;2021;15/06/2021;https://www.ices.dk/sites/pub/Publication Reports/Advice/2021/2021/cod.21.1.pdf;https://doi.org/10.17895/ices.advice.7738
cod.21.1a-e;2017;13/06/2017;https://www.ices.dk/sites/pub/Publication Reports/Advice/2017/2017/cod.21.1a-e.pdf;https://doi.org/10.17895/ices.pub.3075
cod.21.1a-e;2019;12/06/2019;https://www.ices.dk/sites/pub/Publication Reports/Advice/2019/2019/cod.21.1a-e.pdf;https://doi.org/10.17895/ices.advice.4733
cod.21.1a-e;2021;15/06/2021;https://www.ices.dk/sites/pub/Publication Reports/Advice/2021/2021/cod.21.1a-e.pdf;https://doi.org/10.17895/ices.advice.7739
cod.2127.1f14;2017;13/06/2017;https://www.ices.dk/sites/pub/Publication Reports/Advice/2017/2017/cod.2127.1f14.pdf;https://doi.org/10.17895/ices.pub.3091
cod.2127.1f14;2018;13/06/2018;https://www.ices.dk/sites/pub/Publication Reports/Advice/2018/2018/cod.2127.1f14.pdf;https://doi.org/10.17895/ices.pub.4422
cod.2127.1f14;2019;12/06/2019;https://www.ices.dk/sites/pub/Publication Reports/Advice/2019/2019/cod.2127.1f14.pdf;https://doi.org/10.17895/ices.advice.4734
cod.2127.1f14;2020;16/06/2020;https://www.ices.dk/sites/pub/Publication Reports/Advice/2020/2020/cod.2127.1f14.pdf;https://doi.org/10.17895/ices.advice.5931
cod.2127.1f14;2021;10/09/2021;https://www.ices.dk/sites/pub/Publication Reports/Advice/2021/2021/cod.2127.1f14.pdf;https://doi.org/10.17895/ices.advice.7740
cod.27.1-2;2017;13/06/2017;https://www.ices.dk/sites/pub/Publication Reports/Advice/2017/2017/cod.27.1-2.pdf;https://doi.org/10.17895/ices.pub.3092
cod.27.1-2;2018;12/06/2018;https://www.ices.dk/sites/pub/Publication Reports/Advice/2018/2018/cod.27.1-2.pdf;https://doi.org/10.17895/ices.pub.4412
cod.27.1-2;2019;13/06/2019;https://www.ices.dk/sites/pub/Publication Reports/Advice/2019/2019/cod.27.1-2.pdf;https://doi.org/10.17895/ices.advice.4710
cod.27.1-2;2020;16/06/2020;https://www.ices.dk/sites/pub/Publication Reports/Advice/2020/2020/cod.27.1-2.pdf;https://doi.org/10.17895/ices.advice.5909
cod.27.1-2;2021;15/06/2021;https://www.ices.dk/sites/pub/Publication Reports/Advice/2021/2021/cod.27.1-2.pdf;https://doi.org/10.17895/ices.advice.7741
cod.27.1-2coast;2017;13/06/2017;https://www.ices.dk/sites/pub/Publication Reports/Advice/2017/2017/cod.27.1-2coast.pdf;https://doi.org/10.17895/ices.pub.3093
cod.27.1-2coast;2018;12/06/2018;https://www.ices.dk/sites/pub/Publication Reports/Advice/2018/2018/cod.27.1-2coast.pdf;https://doi.org/10.17895/ices.pub.4411
cod.27.1-2coast;2019;13/06/2019;https://www.ices.dk/sites/pub/Publication Reports/Advice/2019/2019/cod.27.1-2coast.pdf;https://doi.org/10.17895/ices.advice.4711
cod.27.1-2coast;2020;16/06/2020;https://www.ices.dk/sites/pub/Publication Reports/Advice/2020/2020/cod.27.1-2coast.pdf;https://doi.org/10.17895/ices.advice.5893
cod.27.1-2coastN;2021;04/10/2021;https://www.ices.dk/sites/pub/Publication Reports/Advice/2021/2021/cod.27.1-2coastN.pdf;https://doi.org/10.17895/ices.advice.7986
cod.27.2.coastS;2021;15/06/2021;https://www.ices.dk/sites/pub/Publication Reports/Advice/2021/2021/cod.27.2.coastS.pdf;https://doi.org/10.17895/ices.advice.8197
cod.27.21;2017;30/06/2017;https://www.ices.dk/sites/pub/Publication Reports/Advice/2017/2017/cod.27.21.pdf;https://doi.org/10.17895/ices.pub.3094
cod.27.21;2018;29/06/2018;https://www.ices.dk/sites/pub/Publication Reports/Advice/2018/2018/cod.27.21.pdf;https://doi.org/10.17895/ices.pub.4468
cod.27.21;2019;24/06/2019;https://www.ices.dk/sites/pub/Publication Reports/Advice/2019/2019/cod.27.21.pdf;https://doi.org/10.17895/ices.advice.4745
cod.27.21;2020;25/06/2020;https://www.ices.dk/sites/pub/Publication Reports/Advice/2020/2020/cod.27.21.pdf;https://doi.org/10.17895/ices.advice.5903
cod.27.21;2021;30/06/2021;https://www.ices.dk/sites/pub/Publication Reports/Advice/2021/2021/cod.27.21.pdf;https://doi.org/10.17895/ices.advice.7743
cod.27.22-24;2017;31/05/2017;https://www.ices.dk/sites/pub/Publication Reports/Advice/2017/2017/cod.27.22-24.pdf;https://doi.org/10.17895/ices.pub.3095
cod.27.22-24;2018;29/05/2018;https://www.ices.dk/sites/pub/Publication Reports/Advice/2018/2018/cod.27.22-24.pdf;https://doi.org/10.17895/ices.pub.4377
cod.27.22-24;2019;29/05/2019;https://www.ices.dk/sites/pub/Publication Reports/Advice/2019/2019/cod.27.22-24_Replaced.pdf;https://doi.org/10.17895/ices.advice.4746
cod.27.22-24;2019;26/09/2019;https://www.ices.dk/sites/pub/Publication Reports/Advice/2019/2019/cod.27.22-24.pdf;https://doi.org/10.17895/ices.advice.5587
cod.27.22-24;2020;28/05/2020;https://www.ices.dk/sites/pub/Publication Reports/Advice/2020/2020/cod.27.22-24.pdf;https://doi.org/10.17895/ices.advice.5942
cod.27.22-24;2021;10/09/2021;https://www.ices.dk/sites/pub/Publication Reports/Advice/2021/2021/cod.27.22-24.pdf;https://doi.org/10.17895/ices.advice.7744
cod.27.24-32;2017;31/05/2017;https://www.ices.dk/sites/pub/Publication Reports/Advice/2017/2017/cod.27.24-32.pdf;https://doi.org/10.17895/ices.pub.3096
cod.27.24-32;2018;29/05/2018;https://www.ices.dk/sites/pub/Publication Reports/Advice/2018/2018/cod.27.24-32.pdf;https://doi.org/10.17895/ices.pub.4378
cod.27.24-32;2019;29/05/2019;https://www.ices.dk/sites/pub/Publication Reports/Advice/2019/2019/cod.27.24-32.pdf;https://doi.org/10.17895/ices.advice.4747
cod.27.24-32;2020;28/05/2020;https://www.ices.dk/sites/pub/Publication Reports/Advice/2020/2020/cod.27.24-32.pdf;https://doi.org/10.17895/ices.advice.5943
cod.27.24-32;2021;28/05/2021;https://www.ices.dk/sites/pub/Publication Reports/Advice/2021/2021/cod.27.24-32.pdf;https://doi.org/10.17895/ices.advice.7745
cod.27.47d20;2017;30/06/2017;https://www.ices.dk/sites/pub/Publication Reports/Advice/2017/2017/cod.27.47d20_replaced.pdf;https://doi.org/10.17895/ices.pub.3097
cod.27.47d20;2017;14/11/2017;https://www.ices.dk/sites/pub/Publication Reports/Advice/2017/2017/cod.27.47d20.pdf;https://doi.org/10.17895/ices.pub.3526
cod.27.47d20;2018;28/06/2018;https://www.ices.dk/sites/pub/Publication Reports/Advice/2018/2018/cod.27.47d20.pdf;https://doi.org/10.17895/ices.pub.4436
cod.27.47d20;2019;24/06/2019;https://www.ices.dk/sites/pub/Publication Reports/Advice/2019/2019/cod.27.47d20_replaced.pdf;https://doi.org/10.17895/ices.advice.4859
cod.27.47d20;2019;08/11/2019;https://www.ices.dk/sites/pub/Publication Reports/Advice/2019/2019/cod.27.47d20.pdf;https://doi.org/10.17895/ices.advice.5640
cod.27.47d20;2020;25/06/2020;https://www.ices.dk/sites/pub/Publication Reports/Advice/2020/2020/cod.27.47d20.pdf;https://doi.org/10.17895/ices.advice.5891
cod.27.47d20;2021;30/06/2021;https://www.ices.dk/sites/pub/Publication Reports/Advice/2021/2021/cod.27.47d20.pdf;https://doi.org/10.17895/ices.advice.7746
cod.27.5a;2017;13/06/2017;https://www.ices.dk/sites/pub/Publication Reports/Advice/2017/2017/cod.27.5a.pdf;https://doi.org/10.17895/ices.pub.3098
cod.27.5a;2018;13/06/2018;https://www.ices.dk/sites/pub/Publication Reports/Advice/2018/2018/cod.27.5a.pdf;https://doi.org/10.17895/ices.pub.4419
cod.27.5a;2019;13/06/2019;https://www.ices.dk/sites/pub/Publication Reports/Advice/2019/2019/cod.27.5a.pdf;https://doi.org/10.17895/ices.advice.4735
cod.27.5a;2021;30/06/2021;https://www.ices.dk/sites/pub/Publication Reports/Advice/2021/2021/cod.27.5a.pdf;https://doi.org/10.17895/ices.advice.7747
cod.27.5b1;2017;13/06/2017;https://www.ices.dk/sites/pub/Publication Reports/Advice/2017/2017/cod.27.5b1.pdf;https://doi.org/10.17895/ices.pub.3099
cod.27.5b1;2018;13/06/2018;https://www.ices.dk/sites/pub/Publication Reports/Advice/2018/2018/cod.27.5b1_replaced.pdf;https://doi.org/10.17895/ices.pub.4415
cod.27.5b1;2019;29/11/2019;https://www.ices.dk/sites/pub/Publication Reports/Advice/2019/2019/cod.27.5b1.pdf;https://doi.org/10.17895/ices.advice.5692
cod.27.5b1;2020;30/11/2020;https://www.ices.dk/sites/pub/Publication Reports/Advice/2020/2020/cod.27.5b1.pdf;https://doi.org/10.17895/ices.advice.5933
cod.27.5b1;2021;29/11/2021;https://www.ices.dk/sites/pub/Publication Reports/Advice/2021/2021/cod.27.5b1.pdf;https://doi.org/10.17895/ices.advice.7748
cod.27.5b2;2019;29/11/2019;https://www.ices.dk/sites/pub/Publication Reports/Advice/2019/2019/cod.27.5b2.pdf;https://doi.org/10.17895/ices.advice.5693
cod.27.6a;2017;30/06/2017;https://www.ices.dk/sites/pub/Publication Reports/Advice/2017/2017/cod.27.6a.pdf;https://doi.org/10.17895/ices.pub.3100
cod.27.6a;2019;26/06/2019;https://www.ices.dk/sites/pub/Publication Reports/Advice/2019/2019/cod.27.6a.pdf;https://doi.org/10.17895/ices.advice.4780
cod.27.6a;2020;29/06/2020;https://www.ices.dk/sites/pub/Publication Reports/Advice/2020/2020/cod.27.6a.pdf;https://doi.org/10.17895/ices.advice.6106
cod.27.6b;2017;30/06/2017;https://www.ices.dk/sites/pub/Publication Reports/Advice/2017/2017/cod.27.6b.pdf;https://doi.org/10.17895/ices.pub.3101
cod.27.6b;2020;29/06/2020;https://www.ices.dk/sites/pub/Publication Reports/Advice/2020/2020/cod.27.6b.pdf;https://doi.org/10.17895/ices.advice.5775
cod.27.7a;2017;30/06/2017;https://www.ices.dk/sites/pub/Publication Reports/Advice/2017/2017/cod.27.7a.pdf;https://doi.org/10.17895/ices.pub.3102
cod.27.7a;2018;29/06/2018;https://www.ices.dk/sites/pub/Publication Reports/Advice/2018/2018/cod.27.7a.pdf;https://doi.org/10.17895/ices.pub.4489
cod.27.7a;2019;27/06/2019;https://www.ices.dk/sites/pub/Publication Reports/Advice/2019/2019/cod.27.7a.pdf;https://doi.org/10.17895/ices.advice.4781
cod.27.7a;2020;29/06/2020;https://www.ices.dk/sites/pub/Publication Reports/Advice/2020/2020/cod.27.7a_replaced.pdf;https://doi.org/10.17895/ices.advice.5919
cod.27.7a;2020;10/11/2020;https://www.ices.dk/sites/pub/Publication Reports/Advice/2020/2020/cod.27.7a.pdf;https://doi.org/10.17895/ices.advice.7570
cod.27.7a;2021;30/06/2021;https://www.ices.dk/sites/pub/Publication Reports/Advice/2021/2021/cod.27.7a.pdf;https://doi.org/10.17895/ices.advice.7750
cod.27.7e-k;2017;30/06/2017;https://www.ices.dk/sites/pub/Publication Reports/Advice/2017/2017/cod.27.7e-k.pdf;https://doi.org/10.17895/ices.pub.3103
cod.27.7e-k;2018;29/06/2018;https://www.ices.dk/sites/pub/Publication Reports/Advice/2018/2018/cod.27.7e-k.pdf;https://doi.org/10.17895/ices.pub.4490
cod.27.7e-k;2019;26/06/2019;https://www.ices.dk/sites/pub/Publication Reports/Advice/2019/2019/cod.27.7e-k.pdf;https://doi.org/10.17895/ices.advice.4782
cod.27.7e-k;2020;04/11/2020;https://www.ices.dk/sites/pub/Publication Reports/Advice/2020/2020/cod.27.7e-k.pdf;https://doi.org/10.17895/ices.advice.5892
cod.27.7e-k;2021;30/06/2021;https://www.ices.dk/sites/pub/Publication Reports/Advice/2021/2021/cod.27.7e-k.pdf;https://doi.org/10.17895/ices.advice.7751
cyo.27.nea;2019;04/10/2019;https://www.ices.dk/sites/pub/Publication Reports/Advice/2019/2019/cyo.27.nea.pdf;https://doi.org/10.17895/ices.advice.4828
dab.27.22-32;2017;31/05/2017;https://www.ices.dk/sites/pub/Publication Reports/Advice/2017/2017/dab.27.22-32.pdf;https://doi.org/10.17895/ices.pub.3105
dab.27.22-32;2020;28/05/2020;https://www.ices.dk/sites/pub/Publication Reports/Advice/2020/2020/dab.27.22-32.pdf;https://doi.org/10.17895/ices.advice.5776
