Stock codes;Year;Publication date;PDF location in old library system;DOI
nep.fu.8;2018;28/06/2018;https://www.ices.dk/sites/pub/Publication Reports/Advice/2018/2018/nep.fu.8_replaced.pdf;https://doi.org/10.17895/ices.pub.4442
nep.fu.8;2018;14/11/2018;https://www.ices.dk/sites/pub/Publication Reports/Advice/2018/2018/nep.fu.8.pdf;https://doi.org/10.17895/ices.pub.4616
nep.fu.8;2019;24/06/2019;https://www.ices.dk/sites/pub/Publication Reports/Advice/2019/2019/nep.fu.8_replaced.pdf;https://doi.org/10.17895/ices.advice.4867
nep.fu.8;2019;08/11/2019;https://www.ices.dk/sites/pub/Publication Reports/Advice/2019/2019/nep.fu.8.pdf;https://doi.org/10.17895/ices.advice.5643
nep.fu.8;2020;06/11/2020;https://www.ices.dk/sites/pub/Publication Reports/Advice/2020/2020/nep.fu.8.pdf;https://doi.org/10.17895/ices.advice.5842
nep.fu.8;2021;29/10/2021;https://www.ices.dk/sites/pub/Publication Reports/Advice/2021/2021/nep.fu.8.pdf;https://doi.org/10.17895/ices.advice.7810
nep.fu.9;2017;30/06/2017;https://www.ices.dk/sites/pub/Publication Reports/Advice/2017/2017/nep.fu.9.pdf;https://doi.org/10.17895/ices.pub.3195
nep.fu.9;2018;28/06/2018;https://www.ices.dk/sites/pub/Publication Reports/Advice/2018/2018/nep.fu.9.pdf;https://doi.org/10.17895/ices.pub.4441
nep.fu.9;2019;24/06/2019;https://www.ices.dk/sites/pub/Publication Reports/Advice/2019/2019/nep.fu.9.pdf;https://doi.org/10.17895/ices.advice.4868
nep.fu.9;2020;06/11/2020;https://www.ices.dk/sites/pub/Publication Reports/Advice/2020/2020/nep.fu.9.pdf;https://doi.org/10.17895/ices.advice.5843
nep.fu.9;2021;29/10/2021;https://www.ices.dk/sites/pub/Publication Reports/Advice/2021/2021/nep.fu.9.pdf;https://doi.org/10.17895/ices.advice.7811
nop.27.3a4;2017;06/10/2017;https://www.ices.dk/sites/pub/Publication Reports/Advice/2017/2017/nop.27.3a4_replaced.pdf;https://doi.org/10.17895/ices.pub.3192
nop.27.3a4;2018;11/04/2018;https://www.ices.dk/sites/pub/Publication Reports/Advice/2017/2017/nop.27.3a4.pdf;https://doi.org/10.17895/ices.pub.4241
nop.27.3a4;2018;09/10/2018;https://www.ices.dk/sites/pub/Publication Reports/Advice/2018/2018/nop.27.3a4.pdf;https://doi.org/10.17895/ices.pub.4564
nop.27.3a4;2019;09/10/2019;https://www.ices.dk/sites/pub/Publication Reports/Advice/2019/2019/nop.27.3a4.pdf;https://doi.org/10.17895/ices.advice.4869
nop.27.3a4;2020;09/10/2020;https://www.ices.dk/sites/pub/Publication Reports/Advice/2020/2020/nop.27.3a4.pdf;https://doi.org/10.17895/ices.advice.5885
nop.27.3a4;2021;07/10/2021;https://www.ices.dk/sites/pub/Publication Reports/Advice/2021/2021/nop.27.3a4.pdf;https://doi.org/10.17895/ices.advice.7812
nop.27.6a;2018;29/06/2018;https://www.ices.dk/sites/pub/Publication Reports/Advice/2018/2018/nop.27.6a.pdf;https://doi.org/10.17895/ices.pub.4480
nop.27.6a;2021;30/06/2021;https://www.ices.dk/sites/pub/Publication Reports/Advice/2021/2021/nop.27.6a.pdf;https://doi.org/10.17895/ices.pub.7813
ory.27.nea;2020;10/06/2020;https://www.ices.dk/sites/pub/Publication Reports/Advice/2020/2020/ory.27.nea.pdf;https://doi.org/10.17895/ices.advice.5767
pil.27.7;2017;14/07/2017;https://www.ices.dk/sites/pub/Publication Reports/Advice/2017/2017/pil.27.7.pdf;https://doi.org/10.17895/ices.pub.3063
pil.27.7;2019;13/12/2019;https://www.ices.dk/sites/pub/Publication Reports/Advice/2019/2019/pil.27.7.pdf;https://doi.org/10.17895/ices.advice.4854
pil.27.7;2021;17/12/2021;https://www.ices.dk/sites/pub/Publication Reports/Advice/2021/2021/pil.27.7.pdf;https://doi.org/10.17895/ices.advice.7814
pil.27.8abd;2017;14/07/2017;https://www.ices.dk/sites/pub/Publication Reports/Advice/2017/2017/pil.27.8abd.pdf;https://doi.org/10.17895/ices.pub.3064
pil.27.8abd;2018;13/07/2018;https://www.ices.dk/sites/pub/Publication Reports/Advice/2018/2018/pil.27.8abd.pdf;https://doi.org/10.17895/ices.pub.4498
pil.27.8abd;2019;13/12/2019;https://www.ices.dk/sites/pub/Publication Reports/Advice/2019/2019/pil.27.8abd_replaced.pdf;https://doi.org/10.17895/ices.advice.4855
pil.27.8abd;2020;16/01/2020;https://www.ices.dk/sites/pub/Publication Reports/Advice/2019/2019/pil.27.8abd.pdf;https://doi.org/10.17895/ices.advice.5764
pil.27.8abd;2020;18/12/2020;https://www.ices.dk/sites/pub/Publication Reports/Advice/2020/2020/pil.27.8abd.pdf;https://doi.org/10.17895/ices.advice.5906
pil.27.8abd;2021;17/12/2021;https://www.ices.dk/sites/pub/Publication Reports/Advice/2021/2021/pil.27.8abd.pdf;https://doi.org/10.17895/ices.advice.7815
pil.27.8c9a;2017;20/10/2017;https://www.ices.dk/sites/pub/Publication Reports/Advice/2017/2017/pil.27.8c9a.pdf;https://doi.org/10.17895/ices.pub.3307
pil.27.8c9a;2018;13/07/2018;https://www.ices.dk/sites/pub/Publication Reports/Advice/2018/2018/pil.27.8c9a.pdf;https://doi.org/10.17895/ices.pub.4495
pil.27.8c9a;2019;13/12/2019;https://www.ices.dk/sites/pub/Publication Reports/Advice/2019/2019/pil.27.8c9a.pdf;https://doi.org/10.17895/ices.advice.4856
pil.27.8c9a;2020;18/06/2020;https://www.ices.dk/sites/pub/Publication Reports/Advice/2020/2020/pil.27.8c9a.pdf;https://doi.org/10.17895/ices.advice.6064
pil.27.8c9a;2021;17/12/2021;https://www.ices.dk/sites/pub/Publication Reports/Advice/2021/2021/pil.27.8c9a.pdf;https://doi.org/10.17895/ices.advice.7816
ple.27.21-23;2017;31/05/2017;https://www.ices.dk/sites/pub/Publication Reports/Advice/2017/2017/ple.27.21-23.pdf;https://doi.org/10.17895/ices.pub.3049
ple.27.21-23;2018;29/05/2018;https://www.ices.dk/sites/pub/Publication Reports/Advice/2018/2018/ple.27.21-23.pdf;https://doi.org/10.17895/ices.pub.4385
ple.27.21-23;2019;29/05/2019;https://www.ices.dk/sites/pub/Publication Reports/Advice/2019/2019/ple.27.21-23.pdf;https://doi.org/10.17895/ices.advice.4751
ple.27.21-23;2020;29/05/2020;https://www.ices.dk/sites/pub/Publication Reports/Advice/2020/2020/ple.27.21-23.pdf;https://doi.org/10.17895/ices.advice.5870
ple.27.21-23;2021;28/05/2021;https://www.ices.dk/sites/pub/Publication Reports/Advice/2021/2021/ple.27.21-23.pdf;https://doi.org/10.17895/ices.advice.7817
ple.27.24-32;2017;31/05/2017;https://www.ices.dk/sites/pub/Publication Reports/Advice/2017/2017/ple.27.24-32.pdf;https://doi.org/10.17895/ices.pub.3196
ple.27.24-32;2018;29/05/2018;https://www.ices.dk/sites/pub/Publication Reports/Advice/2018/2018/ple.27.24-32.pdf;https://doi.org/10.17895/ices.pub.4386
ple.27.24-32;2019;29/05/2019;https://www.ices.dk/sites/pub/Publication Reports/Advice/2019/2019/ple.27.24-32.pdf;https://doi.org/10.17895/ices.advice.4752
ple.27.24-32;2020;29/05/2020;https://www.ices.dk/sites/pub/Publication Reports/Advice/2020/2020/ple.27.24-32.pdf;https://doi.org/10.17895/ices.advice.5871
ple.27.24-32;2021;28/05/2021;https://www.ices.dk/sites/pub/Publication Reports/Advice/2021/2021/ple.27.24-32.pdf;https://doi.org/10.17895/ices.advice.7818
ple.27.420;2017;30/06/2017;https://www.ices.dk/sites/pub/Publication Reports/Advice/2017/2017/ple.27.420_replaced.pdf;https://doi.org/10.17895/ices.pub.3197
ple.27.420;2017;14/11/2017;https://www.ices.dk/sites/pub/Publication Reports/Advice/2017/2017/ple.27.420.pdf;https://doi.org/10.17895/ices.pub.3529
ple.27.420;2018;28/06/2018;https://www.ices.dk/sites/pub/Publication Reports/Advice/2018/2018/ple.27.420_replaced.pdf;https://doi.org/10.17895/ices.pub.4445
ple.27.420;2018;14/11/2018;https://www.ices.dk/sites/pub/Publication Reports/Advice/2018/2018/ple.27.420.pdf;https://doi.org/10.17895/ices.pub.4613
ple.27.420;2019;24/06/2019;https://www.ices.dk/sites/pub/Publication Reports/Advice/2019/2019/ple.27.420_Replaced.pdf;https://doi.org/10.17895/ices.advice.4870
ple.27.420;2019;08/11/2019;https://www.ices.dk/sites/pub/Publication Reports/Advice/2019/2019/ple.27.420.pdf;https://doi.org/10.17895/ices.advice.5644
ple.27.420;2020;25/06/2020;https://www.ices.dk/sites/pub/Publication Reports/Advice/2020/2020/ple.27.420_replaced.pdf;https://doi.org/10.17895/ices.advice.5910
ple.27.420;2021;07/05/2021;https://www.ices.dk/sites/pub/Publication Reports/Advice/2020/2020/ple.27.420.pdf;https://doi.org/10.17895/ices.advice.8113
ple.27.420;2021;30/06/2021;https://www.ices.dk/sites/pub/Publication Reports/Advice/2021/2021/ple.27.420.pdf;https://doi.org/10.17895/ices.advice.7819
ple.27.7a;2017;30/06/2017;https://www.ices.dk/sites/pub/Publication Reports/Advice/2017/2017/ple.27.7a.pdf;https://doi.org/10.17895/ices.pub.3198
ple.27.7a;2018;29/06/2018;https://www.ices.dk/sites/pub/Publication Reports/Advice/2018/2018/ple.27.7a.pdf;https://doi.org/10.17895/ices.pub.4476
ple.27.7a;2019;26/06/2019;https://www.ices.dk/sites/pub/Publication Reports/Advice/2019/2019/ple.27.7a.pdf;https://doi.org/10.17895/ices.advice.4798
ple.27.7a;2020;29/06/2020;https://www.ices.dk/sites/pub/Publication Reports/Advice/2020/2020/ple.27.7a.pdf;https://doi.org/10.17895/ices.advice.5918
ple.27.7a;2021;30/06/2021;https://www.ices.dk/sites/pub/Publication Reports/Advice/2021/2021/ple.27.7a.pdf;https://doi.org/10.17895/ices.advice.7820
ple.27.7bc;2017;30/06/2017;https://www.ices.dk/sites/pub/Publication Reports/Advice/2017/2017/ple.27.7bc.pdf;https://doi.org/10.17895/ices.pub.3199
ple.27.7bc;2020;29/06/2020;https://www.ices.dk/sites/pub/Publication Reports/Advice/2020/2020/ple.27.7bc.pdf;https://doi.org/10.17895/ices.advice.5769
ple.27.7d;2017;30/06/2017;https://www.ices.dk/sites/pub/Publication Reports/Advice/2017/2017/ple.27.7d.pdf;https://doi.org/10.17895/ices.pub.3200
ple.27.7d;2018;28/06/2018;https://www.ices.dk/sites/pub/Publication Reports/Advice/2018/2018/ple.27.7d.pdf;https://doi.org/10.17895/ices.pub.4446
ple.27.7d;2019;24/06/2019;https://www.ices.dk/sites/pub/Publication Reports/Advice/2019/2019/ple.27.7d.pdf;https://doi.org/10.17895/ices.advice.4871
ple.27.7d;2020;25/06/2020;https://www.ices.dk/sites/pub/Publication Reports/Advice/2020/2020/ple.27.7d.pdf;https://doi.org/10.17895/ices.advice.5873
ple.27.7e;2017;30/06/2017;https://www.ices.dk/sites/pub/Publication Reports/Advice/2017/2017/ple.27.7e.pdf;https://doi.org/10.17895/ices.pub.3201
ple.27.7e;2018;28/06/2018;https://www.ices.dk/sites/pub/Publication Reports/Advice/2018/2018/ple.27.7e.pdf;https://doi.org/10.17895/ices.pub.4477
ple.27.7e;2019;24/06/2019;https://www.ices.dk/sites/pub/Publication Reports/Advice/2019/2019/ple.27.7e.pdf;https://doi.org/10.17895/ices.advice.4799
ple.27.7e;2020;25/06/2020;https://www.ices.dk/sites/pub/Publication Reports/Advice/2020/2020/ple.27.7e.pdf;https://doi.org/10.17895/ices.advice.5874
ple.27.7e;2021;30/06/2021;https://www.ices.dk/sites/pub/Publication Reports/Advice/2021/2021/ple.27.7e.pdf;https://doi.org/10.17895/ices.advice.7822
ple.27.7fg;2017;30/06/2017;https://www.ices.dk/sites/pub/Publication Reports/Advice/2017/2017/ple.27.7fg.pdf;https://doi.org/10.17895/ices.pub.3202
ple.27.7fg;2018;29/06/2018;https://www.ices.dk/sites/pub/Publication Reports/Advice/2018/2018/ple.27.7fg.pdf;https://doi.org/10.17895/ices.pub.4483
ple.27.7fg;2019;26/06/2019;https://www.ices.dk/sites/pub/Publication Reports/Advice/2019/2019/ple.27.7fg.pdf;https://doi.org/10.17895/ices.advice.4800
ple.27.7fg;2020;29/06/2020;https://www.ices.dk/sites/pub/Publication Reports/Advice/2020/2020/ple.27.7fg.pdf;https://doi.org/10.17895/ices.advice.5872
ple.27.7fg;2021;30/06/2021;https://www.ices.dk/sites/pub/Publication Reports/Advice/2021/2021/ple.27.7fg.pdf;https://doi.org/10.17895/ices.advice.7823
ple.27.7h-k;2017;30/06/2017;https://www.ices.dk/sites/pub/Publication Reports/Advice/2017/2017/ple.27.7h-k.pdf;https://doi.org/10.17895/ices.pub.3203
ple.27.7h-k;2018;29/06/2018;https://www.ices.dk/sites/pub/Publication Reports/Advice/2018/2018/ple.27.7h-k.pdf;https://doi.org/10.17895/ices.pub.4491
ple.27.7h-k;2019;26/06/2019;https://www.ices.dk/sites/pub/Publication Reports/Advice/2019/2019/ple.27.7h-k.pdf;https://doi.org/10.17895/ices.advice.4801
ple.27.7h-k;2021;30/06/2021;https://www.ices.dk/sites/pub/Publication Reports/Advice/2021/2021/ple.27.7h-k.pdf;https://doi.org/10.17895/ices.advice.7824
ple.27.89a;2017;30/06/2017;https://www.ices.dk/sites/pub/Publication Reports/Advice/2017/2017/ple.27.89a.pdf;https://doi.org/10.17895/ices.pub.3204
ple.27.89a;2019;24/06/2019;https://www.ices.dk/sites/pub/Publication Reports/Advice/2019/2019/ple.27.89a.pdf;https://doi.org/10.17895/ices.advice.4773
ple.27.89a;2021;30/06/2021;https://www.ices.dk/sites/pub/Publication Reports/Advice/2021/2021/ple.27.89a.pdf;https://doi.org/10.17895/ices.advice.7825
pok.27.1-2;2017;13/06/2017;https://www.ices.dk/sites/pub/Publication Reports/Advice/2017/2017/pok.27.1-2.pdf;https://doi.org/10.17895/ices.pub.3205
pok.27.1-2;2018;12/06/2018;https://www.ices.dk/sites/pub/Publication Reports/Advice/2018/2018/pok.27.1-2.pdf;https://doi.org/10.17895/ices.pub.4409
pok.27.1-2;2019;13/06/2019;https://www.ices.dk/sites/pub/Publication Reports/Advice/2019/2019/pok.27.1-2.pdf;https://doi.org/10.17895/ices.advice.4714
pok.27.1-2;2020;16/06/2020;https://www.ices.dk/sites/pub/Publication Reports/Advice/2020/2020/pok.27.1-2.pdf;https://doi.org/10.17895/ices.advice.5831
pok.27.1-2;2021;15/06/2021;https://www.ices.dk/sites/pub/Publication Reports/Advice/2021/2021/pok.27.1-2.pdf;https://doi.org/10.17895/ices.advice.7826
pok.27.3a46;2017;30/06/2017;https://www.ices.dk/sites/pub/Publication Reports/Advice/2017/2017/pok.27.3a46.pdf;https://doi.org/10.17895/ices.pub.3206
pok.27.3a46;2018;29/06/2018;https://www.ices.dk/sites/pub/Publication Reports/Advice/2018/2018/pok.27.3a46_replaced.pdf;https://doi.org/10.17895/ices.pub.4455
pok.27.3a46;2018;14/11/2018;https://www.ices.dk/sites/pub/Publication Reports/Advice/2018/2018/pok.27.3a46_replaced2.pdf;https://doi.org/10.17895/ices.pub.4614
pok.27.3a46;2019;22/02/2019;https://www.ices.dk/sites/pub/Publication Reports/Advice/2019/2019/pok.27.3a46.pdf;https://doi.org/10.17895/ices.advice.4898
pok.27.3a46;2019;24/06/2019;https://www.ices.dk/sites/pub/Publication Reports/Advice/2019/2019/pok.27.3a46_June.pdf;https://doi.org/10.17895/ices.advice.4872
pok.27.3a46;2020;25/06/2020;https://www.ices.dk/sites/pub/Publication Reports/Advice/2020/2020/pok.27.3a46.pdf;https://doi.org/10.17895/ices.advice.5830
pok.27.3a46;2021;30/06/2021;https://www.ices.dk/sites/pub/Publication Reports/Advice/2021/2021/pok.27.3a46.pdf;https://doi.org/10.17895/ices.advice.7827
pok.27.5a;2017;13/06/2017;https://www.ices.dk/sites/pub/Publication Reports/Advice/2017/2017/pok.27.5a.pdf;https://doi.org/10.17895/ices.pub.3207
pok.27.5a;2018;13/06/2018;https://www.ices.dk/sites/pub/Publication Reports/Advice/2018/2018/pok.27.5a.pdf;https://doi.org/10.17895/ices.pub.4425
pok.27.5a;2019;13/06/2019;https://www.ices.dk/sites/pub/Publication Reports/Advice/2019/2019/pok.27.5a.pdf;https://doi.org/10.17895/ices.advice.4731
pok.27.5a;2021;15/06/2021;https://www.ices.dk/sites/pub/Publication Reports/Advice/2021/2021/pok.27.5a.pdf;https://doi.org/10.17895/ices.advice.7828
pok.27.5b;2017;13/06/2017;https://www.ices.dk/sites/pub/Publication Reports/Advice/2017/2017/pok.27.5b.pdf;https://doi.org/10.17895/ices.pub.3208
pok.27.5b;2018;13/06/2018;https://www.ices.dk/sites/pub/Publication Reports/Advice/2018/2018/pok.27.5b_replaced.pdf;https://doi.org/10.17895/ices.pub.4414
pok.27.5b;2019;29/11/2019;https://www.ices.dk/sites/pub/Publication Reports/Advice/2019/2019/pok.27.5b.pdf;https://doi.org/10.17895/ices.advice.5695
pok.27.5b;2020;30/11/2020;https://www.ices.dk/sites/pub/Publication Reports/Advice/2020/2020/pok.27.5b.pdf;https://doi.org/10.17895/ices.advice.5932
pok.27.5b;2021;30/11/2021;https://www.ices.dk/sites/pub/Publication Reports/Advice/2021/2021/pok.27.5b.pdf;https://doi.org/10.17895/ices.advice.7829
pol.27.3a4;2018;29/06/2018;https://www.ices.dk/sites/pub/Publication Reports/Advice/2018/2018/pol.27.3a4.pdf;https://doi.org/10.17895/ices.pub.4457
pol.27.3a4;2021;30/06/2021;https://www.ices.dk/sites/pub/Publication Reports/Advice/2021/2021/pol.27.3a4.pdf;https://doi.org/10.17895/ices.advice.7830
pol.27.67;2017;30/06/2017;https://www.ices.dk/sites/pub/Publication Reports/Advice/2017/2017/pol.27.67.pdf;https://doi.org/10.17895/ices.pub.3209
pol.27.67;2018;28/06/2018;https://www.ices.dk/sites/pub/Publication Reports/Advice/2018/2018/pol.27.67.pdf;https://doi.org/10.17895/ices.pub.4454
pol.27.67;2019;27/06/2019;https://www.ices.dk/sites/pub/Publication Reports/Advice/2019/2019/pol.27.67.pdf;https://doi.org/10.17895/ices.advice.4802
pol.27.67;2020;29/06/2020;https://www.ices.dk/sites/pub/Publication Reports/Advice/2020/2020/pol.27.67.pdf;https://doi.org/10.17895/ices.advice.5829
pol.27.67;2021;30/06/2021;https://www.ices.dk/sites/pub/Publication Reports/Advice/2021/2021/pol.27.67.pdf;https://doi.org/10.17895/ices.advice.7831
pol.27.89a;2017;30/06/2017;https://www.ices.dk/sites/pub/Publication Reports/Advice/2017/2017/pol.27.89a.pdf;https://doi.org/10.17895/ices.pub.3210
pol.27.89a;2019;24/06/2019;https://www.ices.dk/sites/pub/Publication Reports/Advice/2019/2019/pol.27.89a.pdf;https://doi.org/10.17895/ices.advice.4774
pol.27.89a;2021;30/06/2021;https://www.ices.dk/sites/pub/Publication Reports/Advice/2021/2021/pol.27.89a.pdf;https://doi.org/10.17895/ices.advice.7832
por.27.nea;2019;04/10/2019;https://www.ices.dk/sites/pub/Publication Reports/Advice/2019/2019/por.27.nea.pdf;https://doi.org/10.17895/ices.advice.4831
pra.27.1-2;2017;27/10/2017;https://www.ices.dk/sites/pub/Publication Reports/Advice/2017/2017/pra.27.1-2.pdf;https://doi.org/10.17895/ices.pub.3356
pra.27.1-2;2018;05/11/2018;https://www.ices.dk/sites/pub/Publication Reports/Advice/2018/2018/pra.27.1-2.pdf;https://doi.org/10.17895/ices.pub.4593
pra.27.1-2;2019;29/11/2019;https://www.ices.dk/sites/pub/Publication Reports/Advice/2019/2019/pra.27.1-2.pdf;https://doi.org/10.17895/ices.advice.5703
pra.27.1-2;2020;19/11/2020;https://www.ices.dk/sites/pub/Publication Reports/Advice/2020/2020/pra.27.1-2.pdf;https://doi.org/10.17895/ices.advice.5844
pra.27.1-2;2021;19/11/2021;https://www.ices.dk/sites/pub/Publication Reports/Advice/2021/2021/pra.27.1-2.pdf;https://doi.org/10.17895/ices.advice.7833
pra.27.3a4a;2018;26/03/2018;https://www.ices.dk/sites/pub/Publication Reports/Advice/2018/2018/pra.27.3a4a.pdf;https://doi.org/10.17895/ices.pub.4181
pra.27.3a4a;2018;05/11/2018;https://www.ices.dk/sites/pub/Publication Reports/Advice/2018/2018/pra.27.3a4a_oct.pdf;https://doi.org/10.17895/ices.pub.4594
pra.27.3a4a;2019;28/03/2019;https://www.ices.dk/sites/pub/Publication Reports/Advice/2019/2019/pra.27.3a4a.pdf;https://doi.org/10.17895/ices.advice.4892
pra.27.3a4a;2020;09/03/2020;https://www.ices.dk/sites/pub/Publication Reports/Advice/2020/2020/pra.27.3a4a-3.pdf;https://doi.org/10.17895/ices.advice.5911
pra.27.3a4a;2021;16/03/2021;https://www.ices.dk/sites/pub/Publication Reports/Advice/2021/2021/pra.27.3a4a.pdf;https://doi.org/10.17895/ices.advice.7834
pra.27.4a;2018;05/11/2018;https://www.ices.dk/sites/pub/Publication Reports/Advice/2018/2018/pra.27.4a.pdf;https://doi.org/10.17895/ices.pub.4595
pra.27.4a;2019;29/11/2019;https://www.ices.dk/sites/pub/Publication Reports/Advice/2019/2019/pra.27.4a.pdf;https://doi.org/10.17895/ices.advice.5704
pra.27.4a;2021;30/11/2021;https://www.ices.dk/sites/pub/Publication Reports/Advice/2021/2021/pra.27.4a.pdf;https://doi.org/10.17895/ices.advice.7835
pra.27.4a20;2017;27/03/2017;https://www.ices.dk/sites/pub/Publication Reports/Advice/2017/2017/pra.27.4a20.pdf;https://doi.org/10.17895/ices.pub.3211
pra.27.4a20;2017;27/10/2017;https://www.ices.dk/sites/pub/Publication Reports/Advice/2017/2017/pra.27.4a20-Oct.pdf;https://doi.org/10.17895/ices.pub.3357
raj.27.1012;2017;06/10/2017;https://www.ices.dk/sites/pub/Publication Reports/Advice/2017/2017/raj.27.1012.pdf;https://doi.org/10.17895/ices.pub.3191
raj.27.1012;2019;04/10/2019;https://www.ices.dk/sites/pub/Publication Reports/Advice/2019/2019/raj.27.1012.pdf;https://doi.org/10.17895/ices.advice.4832
raj.27.1012;2021;01/10/2021;https://www.ices.dk/sites/pub/Publication Reports/Advice/2021/2021/raj.27.1012.pdf;https://doi.org/10.17895/ices.advice.7836
raj.27.3a47d;2017;06/10/2017;https://www.ices.dk/sites/pub/Publication Reports/Advice/2017/2017/raj.27.3a47d.pdf;https://doi.org/10.17895/ices.pub.3169
raj.27.3a47d;2019;04/10/2019;https://www.ices.dk/sites/pub/Publication Reports/Advice/2019/2019/raj.27.3a47d.pdf;https://doi.org/10.17895/ices.advice.4833
raj.27.3a47d;2021;01/10/2021;https://www.ices.dk/sites/pub/Publication%20Reports/Advice/2021/2021/raj.27.3a47d.pdf;https://doi.org/10.17895/ices.advice.7837
raj.27.67a-ce-h;2018;05/10/2018;https://www.ices.dk/sites/pub/Publication Reports/Advice/2018/2018/raj.27.67a-ce-h.pdf;https://doi.org/10.17895/ices.pub.4545
raj.27.67a-ce-h;2020;01/10/2020;https://www.ices.dk/sites/pub/Publication Reports/Advice/2020/2020/raj.27.67a-ce-h.pdf;https://doi.org/10.17895/ices.advice.5782
raj.27.89a;2018;05/10/2018;https://www.ices.dk/sites/pub/Publication Reports/Advice/2018/2018/raj.27.89a.pdf;https://doi.org/10.17895/ices.pub.4556
raj.27.89a;2020;01/10/2020;https://www.ices.dk/sites/pub/Publication Reports/Advice/2020/2020/raj.27.89a.pdf;https://doi.org/10.17895/ices.advice.5781
reb.2127.dp;2019;09/10/2019;https://www.ices.dk/sites/pub/Publication Reports/Advice/2019/2019/reb.2127.dp.pdf;https://doi.org/10.17895/ices.advice.5606
reb.2127.dp;2021;04/10/2021;https://www.ices.dk/sites/pub/Publication Reports/Advice/2021/2021/reb.2127.dp.pdf;https://doi.org/10.17895/ices.advice.7838
reb.2127.sp;2019;09/10/2019;https://www.ices.dk/sites/pub/Publication Reports/Advice/2019/2019/reb.2127.sp.pdf;https://doi.org/10.17895/ices.advice.5607
reb.2127.sp;2021;05/10/2021;https://www.ices.dk/sites/pub/Publication Reports/Advice/2021/2021/reb.2127.sp.pdf;https://doi.org/10.17895/ices.advice.7839
reb.27.1-2;2018;28/09/2018;https://www.ices.dk/sites/pub/Publication Reports/Advice/2018/2018/reb.27.1-2.pdf;https://doi.org/10.17895/ices.pub.4538
reb.27.14b;2017;13/06/2017;https://www.ices.dk/sites/pub/Publication Reports/Advice/2017/2017/reb.27.14b.pdf;https://doi.org/10.17895/ices.pub.3214
reb.27.14b;2018;13/06/2018;https://www.ices.dk/sites/pub/Publication Reports/Advice/2018/2018/reb.27.14b.pdf;https://doi.org/10.17895/ices.pub.4416
reb.27.14b;2019;13/06/2019;https://www.ices.dk/sites/pub/Publication Reports/Advice/2019/2019/reb.27.14b.pdf;https://doi.org/10.17895/ices.advice.4739
reb.27.14b;2020;16/06/2020;https://www.ices.dk/sites/pub/Publication Reports/Advice/2020/2020/reb.27.14b.pdf;https://doi.org/10.17895/ices.advice.5847
reb.27.14b;2021;15/06/2021;https://www.ices.dk/sites/pub/Publication Reports/Advice/2021/2021/reb.27.14b.pdf;https://doi.org/10.17895/ices.advice.7840
reb.27.5a14;2017;13/06/2017;https://www.ices.dk/sites/pub/Publication Reports/Advice/2017/2017/reb.27.5a14.pdf;https://doi.org/10.17895/ices.pub.3213
reb.27.5a14;2018;13/06/2018;https://www.ices.dk/sites/pub/Publication Reports/Advice/2018/2018/reb.27.5a14.pdf;https://doi.org/10.17895/ices.pub.4424
reb.27.5a14;2019;13/06/2019;https://www.ices.dk/sites/pub/Publication Reports/Advice/2019/2019/reb.27.5a14.pdf;https://doi.org/10.17895/ices.advice.4740
reb.27.5a14;2021;15/06/2021;https://www.ices.dk/sites/pub/Publication Reports/Advice/2021/2021/reb.27.5a14.pdf;https://doi.org/10.17895/ices.advice.7841
reg.27.1-2;2018;12/06/2018;https://www.ices.dk/sites/pub/Publication Reports/Advice/2018/2018/reg.27.1-2.pdf;https://doi.org/10.17895/ices.pub.4408
reg.27.1-2;2020;16/06/2020;https://www.ices.dk/sites/pub/Publication Reports/Advice/2020/2020/reg.27.1-2.pdf;https://doi.org/10.17895/ices.advice.5827
reg.27.561214;2017;13/06/2017;https://www.ices.dk/sites/pub/Publication Reports/Advice/2017/2017/reg.27.561214.pdf;https://doi.org/10.17895/ices.pub.3215
reg.27.561214;2018;13/06/2018;https://www.ices.dk/sites/pub/Publication Reports/Advice/2018/2018/reg.27.561214.pdf;https://doi.org/10.17895/ices.pub.4417
reg.27.561214;2019;13/06/2019;https://www.ices.dk/sites/pub/Publication Reports/Advice/2019/2019/reg.27.561214.pdf;https://doi.org/10.17895/ices.advice.4741
reg.27.561214;2020;16/06/2020;https://www.ices.dk/sites/pub/Publication Reports/Advice/2020/2020/reg.27.561214.pdf;https://doi.org/10.17895/ices.advice.5848
reg.27.561214;2021;15/06/2021;https://www.ices.dk/sites/pub/Publication Reports/Advice/2021/2021/reg.27.561214.pdf;https://doi.org/10.17895/ices.advice.7842
rhg.27.nea;2020;10/06/2020;https://www.ices.dk/sites/pub/Publication Reports/Advice/2020/2020/rhg.27.nea.pdf;https://doi.org/10.17895/ices.advice.5765
rja.27.nea;2019;04/10/2019;https://www.ices.dk/sites/pub/Publication Reports/Advice/2019/2019/rja.27.nea.pdf;https://doi.org/10.17895/ices.advice.4834
rjb.27.3a4;2019;04/10/2019;https://www.ices.dk/sites/pub/Publication Reports/Advice/2019/2019/rjb.27.3a4.pdf;https://doi.org/10.17895/ices.advice.4835
rjb.27.67a-ce-k;2018;05/10/2018;https://www.ices.dk/sites/pub/Publication Reports/Advice/2018/2018/rjb.27.67a-ce-k.pdf;https://doi.org/10.17895/ices.pub.4563
